StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,PolicyArea,Q_ModeratorSupport,Q_StudentPrep,Q_Participation,Q_ConsultantContribution,Q_DiscussionBalance,Q_CommunityInvolvement,Q_RoomSize,Q_Recommend,Learning_Breakout,Learning_Breakout_Other,Learning_Symposium,Learning_Symposium_Other,ActionStations_Chosen,ActionStations_Wanted,Connection_Before,Connection_After,AcademicConfidence_Before,AcademicConfidence_After,ChangeConfidence_Before,ChangeConfidence_After,Quality_Flag,Missing_Count,Q_ModeratorSupport_Num,Q_StudentPrep_Num,Q_Participation_Num,Q_ConsultantContribution_Num,Q_DiscussionBalance_Num,Q_CommunityInvolvement_Num,Q_RoomSize_Num,Q_Recommend_Num,Connection_Before_Num,Connection_After_Num,AcademicConfidence_Before_Num,AcademicConfidence_After_Num,ChangeConfidence_Before_Num,ChangeConfidence_After_Num
11928541,11/2/2023 23:11,11/2/2023 23:16,11/2/2023 23:16,346,100,TRUE,IP Address,38.581,-121.4939,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,I have ideas that are worth sharing.,We all agreed on a situation,I am a member of the city of Chico community.,We were all on the same page,"Social media for digital advocacy,Petition,Elect supportive public officials",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,4,4,5,4,4,4,4,4,4,4
11611328,11/2/2023 23:11,11/2/2023 23:17,11/2/2023 23:17,359,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,I learned a lot about my policy topic this semester.,,I am capable of creating change in my community.,,"Petition,Elect supportive public officials,Write a letter to a government offical",Petition,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,5,5,5,4,2,4,5,5,5,5
11894845,11/2/2023 23:12,11/2/2023 23:17,11/2/2023 23:17,263,100,TRUE,IP Address,-34.9055,-56.1944,Climate Change Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,"Social media for digital advocacy,Petition,2","Social media for digital advocacy,Petition,Elect supportive public officials",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11905752,11/2/2023 23:13,11/2/2023 23:17,11/2/2023 23:17,285,100,TRUE,IP Address,40.1811,-122.2359,Immigration Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Organize a public demonstration","Write a letter to the editor,Write a letter to a government official",Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Good,0,4,4,5,5,4,4,2,5,4,4,5,5,4,4
11892297,11/2/2023 23:11,11/2/2023 23:18,11/2/2023 23:18,434,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,"I am a member of the city of Chico community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Elect supportive public officials",Write a letter to a government official,Agree,Agree,Agree,Agree,Disagree,Agree,Good,0,4,4,4,4,2,4,4,4,4,4,4,4,2,4
11872394,11/2/2023 23:12,11/2/2023 23:18,11/2/2023 23:18,337,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,,,I am a member of the city of Chico community.,,"Social media for digital advocacy,Petition,Elect supportive public officials","Organize a public demonstration,Write a letter to a government official",Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Good,0,4,2,4,5,1,5,4,1,1,4,4,4,4,4
11454535,11/2/2023 23:11,11/2/2023 23:19,11/2/2023 23:19,497,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,I am capable of creating change in my community.,,"Elect supportive public officials,Organize a public demonstration,Write a letter to a government offical","Social media for digital advocacy,Petition",Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Good,0,4,4,5,4,4,4,4,4,2,4,5,5,4,4
11934573,11/2/2023 23:11,11/2/2023 23:19,11/2/2023 23:19,471,100,TRUE,IP Address,39.7362,-121.8378,Criminal Justice Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I am capable of creating change in my community.",,"Social media for digital advocacy,Petition,Elect supportive public officials",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5
11548239,11/2/2023 23:17,11/2/2023 23:20,11/2/2023 23:20,204,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Organize a public demonstration",Write a letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11918999,11/2/2023 23:12,11/2/2023 23:21,11/2/2023 23:21,494,100,TRUE,IP Address,38.581,-121.4939,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I can improve my policy topic solution now that I have more information.,,I know at least one way to create change in my community.,,"Lobby government officials,Social media for digital advocacy,2","Write a letter to the editor,Petition,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8377162,11/2/2023 23:18,11/2/2023 23:21,11/2/2023 23:21,170,100,TRUE,IP Address,39.1061,-121.6159,Firearm Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,I learned a lot about my policy topic this semester.",,I know at least one way to create change in my community.,,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",Write a letter to a government official,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,4,4,5,5,4,4,5,5,5,5,5,5
11435503,11/2/2023 23:20,11/2/2023 23:21,11/2/2023 23:21,99,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,I am capable of creating change in my community.,,"Lobby government officials,Petition,2",Social media for digital advocacy,Disagree,Agree,Disagree,Agree,Agree,Agree,Rushed,0,5,4,4,5,5,2,1,4,2,4,2,4,4,4
11821343,11/2/2023 23:18,11/2/2023 23:22,11/2/2023 23:22,234,100,TRUE,IP Address,39.0854,-121.5444,K-12 & Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Write a letter to a government offical,2","Lobby government officials,Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,4,5,4,5,5,5,4,4,4,4
11450661,11/2/2023 23:22,11/2/2023 23:24,11/2/2023 23:24,90,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Elect supportive public officials,2",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rushed,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11499424,11/2/2023 23:22,11/2/2023 23:25,11/2/2023 23:25,154,100,TRUE,IP Address,39.8068,-121.867,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Write a letter to a government offical,2",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11901527,11/2/2023 23:10,11/2/2023 23:25,11/2/2023 23:25,898,100,TRUE,IP Address,38.596,-121.2127,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,I can improve my policy topic solution now that I have more information.,,I am capable of creating change in my community.,,"Lobby government officials,Petition,Elect supportive public officials",Organize a public demonstration,Strongly Agree,,Strongly Agree,,Strongly Agree,Strongly Agree,Good,2,5,5,5,5,5,5,4,5,5,,5,,5,5
11866830,11/2/2023 23:24,11/2/2023 23:27,11/2/2023 23:27,168,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2","Organize a public demonstration,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,5,4,4,4,4,4,4,4,4,4,4,4,4
11921846,11/2/2023 23:24,11/2/2023 23:27,11/2/2023 23:27,194,100,TRUE,IP Address,37.722,-122.1643,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,2",Organize a public demonstration,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,5,4,4,2,5,4,4,4,4,4,4
11853492,11/2/2023 23:19,11/2/2023 23:29,11/2/2023 23:29,593,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I am capable of creating change in my community.",,"Elect supportive public officials,Organize a public demonstration,2","Social media for digital advocacy,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,4,5,5,5,5,4,4
12088636,11/2/2023 23:25,11/2/2023 23:29,11/2/2023 23:29,206,100,TRUE,IP Address,38.581,-121.4939,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,2",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,5,4,5,4,4,4,4,4,4,4,4
11004865,11/2/2023 23:23,11/2/2023 23:29,11/2/2023 23:29,375,100,TRUE,IP Address,39.2079,-120.999,K-12 & Higher Education Policy,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Organize a public demonstration,Write a letter to a government offical,2",Social media for digital advocacy,Disagree,Agree,Agree,Agree,Agree,Agree,Good,0,5,2,4,5,4,4,5,2,2,4,4,4,4,4
