Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/7/2023 19:26,4/7/2023 19:35,IP Address,98.208.19.240,100,481,TRUE,4/7/2023 19:35,R_0vtDfxyOeLojiI9,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11377289,11377289,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting meant being able to learn the process of trying to push a government policy and just learning how complicated it is but possible if you use your resources effectively. ,"My biggest takeaway was seeing other aspects of the issues in the reproductive health policy’s or lack of them outside of just abortion rights. I learned about the struggle low income families, immigrants and minorities face even in access to general reproductive care. ","Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration",Petition,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Giving more time in the breakout rooms (around 30 more minutes we ran out of time) as well as choosing a bigger set up for the time in the auditorium (too many people per person talking made it hard to find a place to listen with how close the tables where together).   ,I didn’t realize there where different sections but I enjoyed it the town hall meeting allows communication through students that otherwise would’ve been missed and allowed us to build our knowledge in specific policy areas because no one person can cover everything. 
4/7/2023 19:26,4/7/2023 19:35,IP Address,76.114.56.64,100,530,TRUE,4/7/2023 19:35,R_DOWZzLfRdCFhp8B,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10935068,10935068,"Food, Agriculture, and Animal Policy",Disagree,Agree,Agree,Disagree,Agree,Agree,A passing grade. ,That agriculture needs more educators because many people are uninformed. ,"Petition,Elect supportive public officials,Organize a public demonstration",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Doer ate the topics of food, agriculture and animal welfare. They do not relate when you take a closer look at them and animal welfare and agriculture often have opposite views and it is too broad of a topic. ",I didn’t know there was another option. 
4/7/2023 19:26,4/7/2023 19:35,IP Address,132.241.174.77,100,545,TRUE,4/7/2023 19:35,R_3fDZrMAgrJXUaNh,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11420371,11420371,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Agree,Agree,"It was a way of voicing our opinions and the facilitators made it feel like we were being heard, giving us valuable advice. ",I was able to discuss issues that I had never previously thought about and it was interesting hearing what my peers thought about the issue. ,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration","Write a letter to the editor,Petition,A letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Making the tables open for more students so there are less people lingering around not really listening to what the people had to say. ,To get class credit. 
4/7/2023 19:35,4/7/2023 19:38,IP Address,132.241.174.105,100,147,TRUE,4/7/2023 19:38,R_2sXgM5RmFp4nn4P,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11362404,11362404,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a great chance to learn more about my policy topic. ,There are many interest groups I was not aware of in support of my cause.,"Lobbying government officials,Write a letter to the editor,Elect supportive public officials",Organize a public demonstration,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,It was important for my grade.
4/7/2023 19:26,4/7/2023 19:38,IP Address,174.193.52.195,100,718,TRUE,4/7/2023 19:38,R_2DNcGNTx7rPQamO,,,,,38.581,-121.4939,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11502128,11502128,Healthcare Policy,Strongly disagree,Agree,Agree,Strongly Agree,Agree,Agree,The Town Hall Meeting was a nice way to investigate a policy issue and was a fun way to get involved in the community.,Practically everyone in my healthcare group supported the idea of universal healthcare.,"Social media for digital advocacy,Petition,Elect supportive public officials",A letter to a government official,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,"More debate, someone presents an idea to a large group and there is a discussion about it. I would make it extra credit so you can have more time for the people interested in the topic to present their ideas. I didn’t feel like I had enough time to fully discuss my solution.",It’s required and I liked the idea of a big lecture hall. Getting involved in the community is always fun and I enjoy learning about government.
4/7/2023 19:38,4/7/2023 19:42,IP Address,73.116.73.145,100,250,TRUE,4/7/2023 19:42,R_5aNAjhiJ7q6xdoB,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11098491,11098491,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"For me, it meant sharing each others ideas about a solution to a policy problem.",Learning more about my policy topic ,"Write a letter to the editor,Petition,A letter to a government official",,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Nothing to be honest,"Required event to pass the class, but I did learned a lot of new things and I now have a better idea of my policy topic."
4/7/2023 19:41,4/7/2023 19:44,IP Address,76.114.40.148,100,157,TRUE,4/7/2023 19:44,R_BtbW493XkPhzo09,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10939605,10939605,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I really enjyed meeting with people in my major and to discuss multiple topics within it ,I loved meeting professors that i will have in the future ,"Write a letter to the editor,Petition,A letter to a government official","Social media for digital advocacy,Organize a public demonstration",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have more water and snacks ,Because i had to 
4/7/2023 19:44,4/7/2023 19:49,IP Address,132.241.174.40,100,280,TRUE,4/7/2023 19:49,R_3qOn5qibvHa73Q1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11528141,11528141,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was an interesting experience to hear what the consultants had to say about my policy issue. Having students and community leaders speak with each other is a great way to create change.,I learned the different steps to create change in politics and government. ,"Lobbying government officials,Petition,Organize a public demonstration","Social media for digital advocacy,A letter to a government official",Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,I think it went great. One thing that can be improved is the meeting after the breakout rooms. It was a little unclear if we could join discussions in progress and still get a stamp or not. ,For general education credit.
4/7/2023 19:47,4/7/2023 19:51,IP Address,132.241.174.61,100,222,TRUE,4/7/2023 19:51,R_ZaQag6I5beb1Y1H,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11582507,11582507,Drug Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,help gain perspective on other solutions ,funding issues ,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials","Petition,Organize a public demonstration",Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,talking to other policy groups ,on hand learning 
4/7/2023 19:51,4/7/2023 19:59,IP Address,132.241.174.31,100,441,TRUE,4/7/2023 19:59,R_31vmAmBOiYjOyXE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11390991,11390991,Firearm Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Town Hall to me means a chance to expanded on what we are learning in lecture. I'm a hands-on learner and not every class has this type of hands-on participation so for the classes that do I appreciate them even more.,There are many different views on my chosen topic. I also learned that there are always people that think and believe in common interest.,"Lobbying government officials,Write a letter to the editor,Social media for digital advocacy","Petition,Organize a public demonstration",Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,I think overall it went smoothly. I wish we rotated in our breakout rooms instead of talking the same small group for the whole time.,I remember taking government last year in high school and enjoying the class overall and wanted to get more insight on our government and its functions.
4/7/2023 19:45,4/7/2023 20:01,IP Address,132.241.174.96,100,939,TRUE,4/7/2023 20:01,R_xlS7Ahk8vWioN3z,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10841182,10841182,Climate Change and Environmental Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,It was a way to voice my ideas and get feedback from a professional on my policy ideas. It was really refreshing in seeing and hearing the nuances of these policies from other students and the moderators.,"That funding is the main source of most policy's problems and that most policies addressing issues in the US are made to be vague on purpose for both sides of the political spectrum in order to get compromises, but as a result, there has been little change over the years for critical problems. ","Social media for digital advocacy,Petition,Elect supportive public officials","Lobbying government officials,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,"There seemed to be little tables or chairs for the event towards the end where we had to write and talk to other moderators about how to take action, I felt like there was also little time to discuss before we had to move on in order to finish the assignment.",I think it was required or I had to participate in order to pass the class.
4/7/2023 19:26,4/7/2023 20:07,IP Address,76.137.176.126,100,2489,TRUE,4/7/2023 20:07,R_1poGZT3j378AE49,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11183758,11183758,Criminal Justice Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,A good way to interact with other students and their ideas,Many of our issues we chose are all closely related and can be traced back to base issues,"Write a letter to the editor,Elect supportive public officials,A letter to a government official",Petition,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Having the breakout rooms closer to the auditorium,Required course
4/7/2023 20:12,4/7/2023 20:16,IP Address,132.241.174.105,100,228,TRUE,4/7/2023 20:16,R_787djyk6PjtjbA5,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11435152,11435152,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,I was a good space to share and learn more about the policy topic I chose to focus on.,The breakout rooms really helped me to see the bigger picture and how difficult it really is to make an impact in these areas.,"Lobbying government officials,Elect supportive public officials,A letter to a government official",Petition,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,,
4/7/2023 21:04,4/7/2023 21:09,IP Address,132.241.174.12,100,273,TRUE,4/7/2023 21:09,R_9EqUfEPcljuKOqt,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11093993,11093993,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,The Town Hall Meeting was important to me because I feel like my voice was heard and I was able to share about everything that I had learned about my policy topic ,My biggest takeaway was that we all have the ability to make a change but we need to make an effort to make our voices heard about our concerns and ideas. ,"Elect supportive public officials,Organize a public demonstration,A letter to a government official",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Nothing, everything went smoothly ",I wanted to experience the Town Hall Meeting and make my voice and opinion heard 
4/7/2023 21:06,4/7/2023 21:12,IP Address,132.241.174.65,100,344,TRUE,4/7/2023 21:12,R_2CqWQWSOSaD6rBY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11392343,11392343,Housing and Homelessness Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Not really much it was required ,Other peoples similar opinions ,"Lobbying government officials,Write a letter to the editor,Petition",Write a letter to the editor,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Don’t know ,The only one available 
4/7/2023 21:10,4/7/2023 21:16,IP Address,76.32.33.123,100,340,TRUE,4/7/2023 21:16,R_Or1iGHSUPAvGplD,,,,,34.0085,-117.8136,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11451415,11451415,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting gave me an opportunity to share the ideas I worked hard on.,I really enjoyed hearing everyone else’s ideas and seeing how they could contribute to my ideas.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration","Lobbying government officials,Petition",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Maybe having set questions to ask in the breakout so its easier to lead a discussion.,I was curious 
4/7/2023 21:35,4/7/2023 21:40,IP Address,132.241.174.38,100,280,TRUE,4/7/2023 21:40,R_u2kw4IjFG4TuM7f,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11436322,11436322,Housing and Homelessness Policy,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,It was cool hearing the community talk about the issue i’ve been researching for so long.,There are real people out there who dedicate their life to fixing these type of issues. And it is all happening a lot closer to me than i thought. ,"Lobbying government officials,Write a letter to the editor,Elect supportive public officials",Petition,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Make sure the conversations are flowing to their potential in the breakout rooms.,To fulfill a GE. 
