Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/4/2022 0:06,11/4/2022 0:09,IP Address,76.137.239.122,100,233,TRUE,11/4/2022 0:09,R_bNKqZZTGYX5Ejzb,,,,,39.0303,-121.4227,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11085322,11085322,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Town Hall really helped me open up more to my community and learn so much more about topics and getting to see other students' ideas.,Helping the students understand the town all itself and the actual event.,I took this class to learn more about my country and my government.
11/4/2022 0:02,11/4/2022 0:10,IP Address,98.208.118.18,100,521,TRUE,11/4/2022 0:10,R_xl7cboiE7jBgEQp,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11330983,11330983,Cost of Living and Poverty Policy,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,What it meant for me was seeing how people brought there own solutions and ideas to help develop and find the answers to situations happening in our world. How we can improve and educate ourselves.,I believe it was well-rounded with the breakout rooms and I don’t think there’s anything to improve.,Because it was to get a better understanding of what was going in that specific section even if I didn’t understand fully.
11/4/2022 0:21,11/4/2022 0:24,IP Address,98.208.17.139,100,196,TRUE,11/4/2022 0:24,R_22Mwk1w7VN7bkXj,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11688574,11688574,Cost of Living and Poverty Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,I thought it was a great experience to hear about other people's solutions and what motivated them to learn about this policy ,The line to get in ,My advisor recommended it for my GE 
11/4/2022 0:34,11/4/2022 0:36,IP Address,73.66.23.195,100,116,TRUE,11/4/2022 0:36,R_24jRz2di44L6NGZ,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10568325,10568325,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,Helped me voice my opinion,check in line,I thought it was interesting
11/4/2022 0:53,11/4/2022 0:56,IP Address,107.116.89.51,100,193,TRUE,11/4/2022 0:56,R_1f762TM0GkQOreD,,,,,37.589,-122.0461,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11489037,11489037,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was cool hearing other peoples ideas and the consultants had important insight that taught me a lot.,More tables at the symposium or just bigger tables.,Politics is interesting to me and wanted to learn more.
11/4/2022 0:53,11/4/2022 0:58,IP Address,73.220.99.154,100,261,TRUE,11/4/2022 0:58,R_3Egw3SmUfaIYXbJ,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11102001,11102001,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant being able to discuss my own policy problems and solution and also hear about others as well. I was able to talk to a large group of students who noticed issues and were able to relate on how it affects people or ourselves. I thought it was an informative experience. ,I thought it was put together well. The only flaw I saw was the check in part that may need another way of having students enter the building.,I took it to learn hands on about US politics as I am now an adult and can have a voice
11/4/2022 0:56,11/4/2022 1:00,IP Address,132.241.174.246,100,199,TRUE,11/4/2022 1:00,R_2ByyC4pWLw7xqNE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11533588,11533588,Climate Change and Environmental Policy,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,I thought it was a good way to get a more real-world experience that I would never get from simply writing another research paper.,Better organization.,"If I'm being completely honest, I didn't even know there was a choice, I just picked the class that worked well with my schedule. "
11/4/2022 1:08,11/4/2022 1:13,IP Address,73.220.33.227,100,303,TRUE,11/4/2022 1:13,R_3h44i8mAhePxvda,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10850659,10850659,Climate Change and Environmental Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"I was very helpful hearing other peoples ideas about climate change and the different approaches people took to come you with ideas. And also made my policy become more strong.
",More specific topic groups and more of a one on one with the mentor of the groups.,Mainly for general education credits but also sparked a interest for me. I also wasn't aware there was a town hall section for this class.
11/4/2022 1:07,11/4/2022 1:13,IP Address,73.220.33.227,100,320,TRUE,11/4/2022 1:13,R_3F3SjaNmfqfyKwO,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10607013,10607013,Climate Change and Environmental Policy,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,The town hall was a great opportunity to discuss my topic area and talk to other likeminded students who have a passion for ocean pollution. I learned a lot more from one student who talked to me about their policy solution.,I think that the Town Hall Meeting could be improved by creating a better check-in situation. It was really cold outside and the students had to wait an hour outside.,I was unaware of the section being different than the other sections. I just needed GE credit.
11/4/2022 1:08,11/4/2022 1:14,IP Address,98.208.42.224,100,365,TRUE,11/4/2022 1:14,R_vdbKrmS3JCCAUKZ,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10334923,10334923,Healthcare Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,It meant that I was able to share my thoughts and learn on other policies.,Maybe use the other door by the Atms as an entrance because the line was huge when I got there.,Hearing that I'll have to participate in a town hall was something that I knew was going to get me out of my comfort zone so I chose it
11/4/2022 1:23,11/4/2022 1:26,IP Address,98.56.175.51,100,210,TRUE,11/4/2022 1:26,R_1FPT9Hcp0yrD3iQ,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11104406,11104406,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I thought it was a very insightful and interesting experience into the political system. A take away is how to have effective discourse and talk about topics.,The line at the beginning cut a little of the speeches off.,Because it is a bit more interesting to be engaged.
11/4/2022 1:53,11/4/2022 1:54,IP Address,132.241.174.154,100,117,TRUE,11/4/2022 1:54,R_1rqqLizkSecO1V6,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11438935,11438935,Reproductive Health Policy,Agree,Agree,Disagree,Agree,Agree,Agree,It was a way to show my knowledge while learning more about a topic that interested me ,More moderators,Because it sounded interesting 
11/4/2022 1:50,11/4/2022 1:56,IP Address,98.45.108.60,100,371,TRUE,11/4/2022 1:56,R_yNEGE0dYgnPSLK1,,,,,37.6652,-121.8734,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11436075,11436075,Healthcare Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"It honestly was a super good expiernce, I was nervous at first but when I was with smaller groups it helped me feel comfortable and share me thought and feeling on healthcare problems and solutions. I feel like I'm able to talk to people better and share my opinions with others in a polite manner. ","I think it could be a little more organized. I was one of the students without a name tag so I didn't know where to go. I asked multiple people with the ""ask me questions"" sign but they kept sending me to multiple other people who also didn't know where I was suppose to go. I finally was able to find someone help me but with that many students it's hard and overwhelming as a first year student to navigate a meeting like this when you've never really been in certain buildings. ","I would love to become a Nurse and work in healthcare like my parents, so it's super important to me to share my voice and make change when it comes to affordable and accessible healthcare. "
11/4/2022 1:53,11/4/2022 1:56,IP Address,132.241.174.134,100,174,TRUE,11/4/2022 1:56,R_1l4cdpPnwFIWNKJ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11401313,11401313,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,It meant that I got to see how other people chose to approach the topic they chose,I honestly don’t know,I had to switch classes around before this semester started and this section worked the best with my schedule
11/4/2022 1:54,11/4/2022 1:58,IP Address,73.48.146.30,100,269,TRUE,11/4/2022 1:58,R_2mGeDRuqpmyoB4l,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10931584,10931584,Drug Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Honestly I had a lot of nervousness going into town hall but it was definitely fun sharing my ideas with peers in a fun light hearted environment ,I would have the people we had to get stamps from in the discussion groups /breakout rooms I think that that would bring a lot of valuable information into the discussion groups ,It was a requirement 
11/4/2022 2:37,11/4/2022 2:39,IP Address,50.216.25.74,100,168,TRUE,11/4/2022 2:39,R_2CP6SFLQIHrmwm9,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10980607,10980607,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,It was important to hear about more policy issues that I wasn’t aware about in my own state that is important to listen to. ,,
11/4/2022 2:47,11/4/2022 2:51,IP Address,23.81.176.98,100,250,TRUE,11/4/2022 2:51,R_10xyjz2f732F3pn,,,,,37.3881,-121.8756,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11084490,11084490,Higher Education Policy,Agree,Agree,Agree,Agree,Agree,Agree,It meant meeting others with my policy topic and discussing how they see the topic. It was also a way to talk to consultants to receive more accurate information on my topic. ,Ask people to get there a little earlier so we can start on time. ,It was the only available POLS 155 class that fit my schedule. 
11/4/2022 9:26,11/4/2022 9:32,IP Address,98.208.17.118,100,363,TRUE,11/4/2022 9:32,R_2xWpYCnfRlAcGPF,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11095449,11095449,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Town hall was an event that put me out of my comfort zone in a good way. It was nice to talk to people I have never met and hear their ideas. ,"I think the length of the town hall is quite extensive. Maybe it could be divided into two events: one at the beginning of the semester and one at the end. For example, you could have the symposium and then have the town hall talking groups afterwards. Also, labelling the lines outside would be really helpful and even starting the sign-in booths outside because going through those two little doors was a lot. A ton of people didn't know where to stand (me included).  ","I wanted to do something that would challenge me. I knew I probably wouldn't have be thrilled at the idea of speaking about a political topic, but I am glad I did. "
11/4/2022 9:46,11/4/2022 9:50,IP Address,132.241.174.122,100,246,TRUE,11/4/2022 9:50,R_u2rThvbBZM0lVXX,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11459514,11459514,Housing and Homelessness Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Town Hall was a place where I could learn about other policy solutions in my same policy area and other new things having to do with getting involved. ,I was a little confused about what Town Hall was and what it was going to be like so a little more explanation beforehand would be beneficial.,It satisfied one of my GE’s and an orientation leader said it was a good experience. 
11/4/2022 9:55,11/4/2022 10:00,IP Address,132.241.174.239,100,306,TRUE,11/4/2022 10:00,R_1PXCk1f4YJtbyBf,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11483018,11483018,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,My area being reproductive health policy it was empowering seeing how many fellow peers are ready to back not only women but men in this fight as well. Reproductive rights are complex and recently the rights to certain aspects of care have been denied or restricted. Having experts speak to the issues we presented was also eye opening from a logistical stand point. ,"The actual format of the Town Hall Meeting to me was well organized and had a purpose. However, I do hope to see a more effective method to admitting students into the event as that was the longest delay. ",I took it mostly because it was a graduation requirement but seeing the Town Hall Aspect was intriguing to me. 
